root,count,forms
هجر,31,هَاجَرُ(9);مُهَٰجِرِينَ(5);يُهَاجِرُ(3);ٱهْجُرْ(3);تَهْجُرُ(1);تُهَاجِرُ(1);مَهْجُورًا(1);مُهَاجِرًا(1);مُهَاجِرٌ(1);مُهَٰجِرَٰتٍ(1);هَاجَرَ(1);هَاجَرْ(1);هَجْرًا(1);يُهَاجِرْ(1);ٱهْجُرُ(1)
أفك,30,يُؤْفَكُ(8);إِفْكٌ(4);تُؤْفَكُ(4);أَفَّاكٍ(2);إِفْكِ(2);يَأْفِكُ(2);أُفِكَ(1);إِفْكًا(1);إِفْكُ(1);ئِفْكًا(1);تَأْفِكَ(1);مُؤْتَفِكَةَ(1);مُؤْتَفِكَٰتُ(1);مُؤْتَفِكَٰتِ(1)
أنث,30,أُنثَىٰ(16);أُنثَيَيْنِ(6);إِنَٰثًا(6);أُنثَىٰٓ(2)
سعي,30,يَسْعَىٰ(6);سَعَىٰ(5);تَسْعَىٰ(3);سَعْيَ(3);سَعْيُ(3);يَسْعَ(3);سَعَ(2);سَعْيِ(2);سَعْيًا(1);سَّعْىَ(1);ٱسْعَ(1)
صرف,30,صَرَّفْ(6);نُصَرِّفُ(4);صَرَفَ(3);تَصْرِيفِ(2);تُصْرَفُ(2);أَصْرِفُ(1);تَصْرِفْ(1);صَرَفْ(1);صَرْفًا(1);صُرِفَتْ(1);مَصْرُوفًا(1);مَصْرِفًا(1);نَصْرِفَ(1);يَصْرِفُ(1);يُصْرَفُ(1);يُصْرَفْ(1);ٱصْرِفْ(1);ٱنصَرَفُ(1)
عسي,30,عَسَىٰٓ(15);عَسَىٰ(7);عَسَى(6);عَسَيْ(2)
قصص,30,نَقُصُّ(5);يَقُصُّ(4);قَصَصْ(3);قَصَصَ(2);قَصَصِ(2);قِصَاصٌ(2);نَقْصُصْ(2);تَقْصُصْ(1);قَصَصًا(1);قَصَصُ(1);قَصَّ(1);قُصِّ(1);قِصَاصُ(1);قِصَاصِ(1);نَقُصَّ(1);نَّقُصُّ(1);ٱقْصُصِ(1)
هود,30,هَادُ(10);هُودًا(6);يَهُودُ(6);هُودٍ(2);يَهُودَ(2);هُدْ(1);هُودٌ(1);هُودُ(1);يَهُودِيًّا(1)
ثني,29,ٱثْنَيْنِ(10);ٱثْنَتَيْنِ(4);ثَانِىَ(2);مَثْنَىٰ(2);ٱثْنَتَا(2);مَثَانِى(1);مَّثَانِىَ(1);مَّثْنَىٰ(1);يَثْنُ(1);يَسْتَثْنُ(1);ٱثْنَا(1);ٱثْنَانِ(1);ٱثْنَتَىْ(1);ٱثْنَىْ(1)
جدل,29,يُجَٰدِلُ(15);تُجَٰدِلُ(4);جَٰدَلُ(2);جَٰدَلْ(2);تُجَٰدِلْ(1);جَدَلًا(1);جَدَلًۢا(1);جَٰدِلْ(1);جِدَالَ(1);جِدَٰلَ(1)
جند,29,جُنُودُ(7);جُنُودَ(5);جُنُودِ(5);جُندٌ(4);جُنُودًا(2);جُنُودٍ(2);جُندًا(1);جُندٍ(1);جُندَ(1);جُنُودٌ(1)
دري,29,أَدْرَىٰ(14);تَدْرِى(4);يُدْرِي(3);أَدْرِى(2);أَدْرِىٓ(2);أَدْرِ(1);تَدْرُ(1);نَدْرِى(1);نَدْرِىٓ(1)
رفع,29,رَفَعْ(7);رَفَعَ(6);مَّرْفُوعَةٍ(2);نَرْفَعُ(2);يَرْفَعُ(2);تَرْفَعُ(1);تُرْفَعَ(1);رَافِعُ(1);رَفِيعُ(1);رُفِعَتْ(1);رَّافِعَةٌ(1);رَّفَعَ(1);مَرْفُوعِ(1);مَّرْفُوعَةٌ(1);يَرْفَعِ(1)
صير,29,مَصِيرُ(23);مَصِيرًا(4);تَصِيرُ(1);مَصِيرَ(1)
طير,29,طَّيْرِ(7);طَّيْرَ(4);طَّيْرُ(4);طَٰٓئِرُ(3);طَيْرًۢا(2);تَطَيَّرْ(1);طَيْرًا(1);طَيْرٍ(1);طَٰٓئِرٍ(1);طَٰٓئِرَ(1);مُسْتَطِيرًا(1);يَطِيرُ(1);يَطَّيَّرُ(1);ٱطَّيَّرْ(1)
غشو,29,يَغْشَىٰ(6);غَشِيَ(3);غَشَّىٰ(2);يَغْشَى(2);يُغْشِى(2);أَغْشَيْ(1);أُغْشِيَتْ(1);تَغَشَّىٰ(1);تَغْشَىٰ(1);غَوَاشٍ(1);غَٰشِيَةٌ(1);غَٰشِيَةِ(1);غِشَٰوَةً(1);غِشَٰوَةٌ(1);مَغْشِىِّ(1);يَسْتَغْشُ(1);يُغَشِّي(1);يُغْشَىٰ(1);ٱسْتَغْشَ(1)
فوز,29,فَوْزُ(16);فَآئِزُونَ(4);فَوْزًا(3);فَازَ(2);أَفُوزَ(1);مَفَازًا(1);مَفَازَةٍ(1);مَفَازَتِ(1)
ودد,29,يَوَدُّ(7);وَدُّ(4);مَّوَدَّةً(3);تَوَدُّ(2);مَوَدَّةِ(2);وَدَّ(2);مَوَدَّةٌ(1);مَوَدَّةَ(1);مَّوَدَّةَ(1);وَدُودٌ(1);وَدُودُ(1);وَدًّا(1);وَدَّت(1);وُدًّا(1);يُوَآدُّ(1)
أبد,28,أَبَدًا(26);أَبَدًۢا(2)
ثقل,28,مِثْقَالَ(6);ثَقُلَتْ(4);أَثْقَالَ(3);ثَقِيلًا(2);ثِقَالًا(2);مُّثْقَلُونَ(2);أَثْقَالًا(1);أَثْقَالِ(1);أَثْقَلَت(1);ثَّقَلَانِ(1);ثِّقَالَ(1);مُثْقَلَةٌ(1);مِثْقَالُ(1);مِّثْقَالِ(1);ٱثَّاقَلْ(1)
ثوب,28,ثِيَابَ(5);ثَوَابًا(4);ثَوَابَ(4);أَثَٰبَ(3);ثَوَابُ(2);ثَوَابِ(1);ثُوِّبَ(1);ثِيَابًا(1);ثِيَابٌ(1);ثِيَابُ(1);ثَّوَابُ(1);ثَّوَابِ(1);مَثَابَةً(1);مَثُوبَةً(1);مَثُوبَةٌ(1)
حوط,28,أَحَاطَ(5);مُحِيطٌ(3);يُحِيطُ(3);أُحِيطَ(2);تُحِطْ(2);مُحِيطَةٌۢ(2);مُّحِيطٌۢ(2);أَحَط(1);أَحَطْ(1);أَحَٰطَتْ(1);تُحِيطُ(1);مُحِيطًا(1);مُحِيطٌۢ(1);مُّحِيطًا(1);مُّحِيطٍ(1);يُحَاطَ(1)
خلو,28,خَلَتْ(13);خَلَ(7);خَلَا(2);خَلَتِ(2);تَخَلَّتْ(1);خَالِيَةِ(1);خَلُّ(1);يَخْلُ(1)
رجو,28,يَرْجُ(12);يَرْجُوا۟(5);أَرْجِ(2);تَرْجُ(2);أَرْجَآئِ(1);تَرْجُو(1);تَرْجُوٓا۟(1);تُرْجِى(1);مَرْجُوًّا(1);مُرْجَوْنَ(1);ٱرْجُ(1)
سبع,28,سَبْعَ(11);سَبْعٌ(3);سَبْعًا(2);سَبْعَةُ(2);سَبْعِ(2);سَبْعِينَ(2);سَبْعَةٌ(1);سَبْعَةٍ(1);سَبْعُونَ(1);سَّبُعُ(1);سَّبْعُ(1);سَّبْعِ(1)
شقق,28,شَآقُّ(3);شِقَاقٍۭ(3);تَشَقَّقُ(2);شِقَاقٍ(2);يُشَاقِقِ(2);ٱنشَقَّتِ(2);أَشَقُّ(1);أَشُقَّ(1);تَنشَقُّ(1);تُشَٰٓقُّ(1);شَقَقْ(1);شَقًّا(1);شِقَاقَ(1);شِقَاقِ(1);شِقِّ(1);شُّقَّةُ(1);يَشَّقَّقُ(1);يُشَآقِّ(1);ٱنشَقَّ(1);ٱنشَقَّتْ(1)
عدل,28,عَدْلِ(6);يَعْدِلُ(5);تَعْدِلُ(4);عَدْلٍ(4);عَدْلٌ(2);ٱعْدِلُ(2);أَعْدِلَ(1);تَعْدِلْ(1);عَدَلَ(1);عَدْلًا(1);عَدْلُ(1)
نشأ,28,أَنشَأْ(9);أَنشَأَ(8);نَّشْأَةَ(3);يُنشِئُ(2);إِنشَآءً(1);مُنشَـَٔاتُ(1);مُنشِـُٔونَ(1);نَاشِئَةَ(1);نُنشِئَ(1);يُنَشَّؤُا۟(1)
يقن,28,يُوقِنُ(11);يَقِينِ(4);مُوقِنِينَ(2);مُّوقِنِينَ(2);يَقِينُ(2);تُوقِنُ(1);مُسْتَيْقِنِينَ(1);مُوقِنُونَ(1);يَسْتَيْقِنَ(1);يَقِينًۢا(1);يَقِينٍ(1);ٱسْتَيْقَنَتْ(1)
بوب,27,أَبْوَٰبَ(6);بَابَ(5);أَبْوَٰبُ(4);بَابٍ(3);أَبْوَٰبًا(2);أَبْوَٰبٍ(2);بَابًا(2);أَبْوَٰبِ(1);بَابٌۢ(1);بَابِ(1)
سير,27,سِيرُ(7);يَسِيرُ(7);سُيِّرَتْ(2);سَّيَّارَةِ(2);تَسِيرُ(1);سَارَ(1);سَيَّارَةٌ(1);سَيْرًا(1);سُيِّرَتِ(1);سِيرَتَ(1);سَّيْرَ(1);نُسَيِّرُ(1);يُسَيِّرُ(1)
شجر,27,شَجَرَةٍ(4);شَّجَرَةَ(4);شَّجَرَةِ(4);شَجَرَ(2);شَجَرَةً(2);شَجَرَتَ(2);شَّجَرُ(2);شَّجَرِ(2);شَجَرٌ(1);شَجَرٍ(1);شَجَرَةٌ(1);شَجَرَةُ(1);شَجَرَةِ(1)
عجب,27,أَعْجَبَ(4);عَجَبًا(4);عَجِبْ(3);أَعْجَبَتْ(2);تُعْجِبْ(2);عَجِبُ(2);عَجِيبٌ(2);يُعْجِبُ(2);تَعْجَبُ(1);تَعْجَبِينَ(1);تَعْجَبْ(1);تُعْجِبُ(1);عَجَبٌ(1);عُجَابٌ(1)
عشر,27,عَشَرَ(4);عَشْرًا(3);عَشْرَةَ(3);مَعْشَرَ(3);عَشِيرَتَ(2);عَشْرٍ(2);عَاشِرُ(1);عَشَرَةٌ(1);عَشَرَةِ(1);عَشِيرَتُ(1);عَشِيرُ(1);عَشْرُ(1);عَشْرِ(1);عِشَارُ(1);عِشْرُونَ(1);مِعْشَارَ(1)
غرر,27,غَرَّتْ(5);غُرُورًا(5);غَرَّ(4);غَرُورُ(3);يَغُرَّ(3);تَغُرَّ(2);غُرُورٍ(2);غُرُورِ(2);يَغْرُرْ(1)
قمر,27,قَمَرَ(16);قَمَرُ(6);قَمَرِ(4);قَمَرًا(1)
مدن,27,مَدِينَةِ(13);مَدْيَنَ(10);مَدَآئِنِ(3);مَدِينَةَ(1)
مسك,27,يُمْسِكُ(6);أَمْسِكُ(3);أَمْسَكَ(2);أَمْسَكْ(2);أَمْسِكْ(2);تُمْسِكُ(2);ٱسْتَمْسَكَ(2);إِمْسَاكٌۢ(1);مُسْتَمْسِكُونَ(1);مُمْسِكَ(1);مُمْسِكَٰتُ(1);مِسْكٌ(1);يُمَسِّكُ(1);يُمْسِكْ(1);ٱسْتَمْسِكْ(1)
منن,27,مَنَّ(8);مَمْنُونٍ(3);يَمُنُّ(3);تَمُنُّ(2);مَنَ(2);تَمْنُن(1);مَمْنُونٍۭ(1);مَنُونِ(1);مَنًّا(1);مَنًّۢا(1);مَنِّ(1);مَّنَّ(1);نَّمُنَّ(1);ٱمْنُنْ(1)
وزر,27,وِزْرَ(6);تَزِرُ(5);وَازِرَةٌ(5);أَوْزَارَ(3);وَزِيرًا(2);يَزِرُ(2);أَوْزَارًا(1);أَوْزَارِ(1);وَزَرَ(1);وِزْرًا(1)
جحم,26,جَحِيمِ(17);جَحِيمَ(3);جَحِيمُ(3);جَحِيمٍ(2);جَحِيمًا(1)
خزي,26,خِزْىٌ(5);يُخْزِي(4);خِزْىِ(3);تُخْزُ(2);تُخْزِ(2);خِزْىَ(2);أَخْزَىٰ(1);أَخْزَيْ(1);خِزْىُ(1);مُخْزِى(1);نَخْزَىٰ(1);يُخْزِ(1);يُخْزِى(1);يُخْزِىَ(1)
عجز,26,مُعْجِزِينَ(9);مُعَٰجِزِينَ(3);أَعْجَازُ(2);عَجُوزًا(2);عَجُوزٌ(2);مُعْجِزِى(2);نُّعْجِزَ(2);عَجَزْ(1);مُعْجِزٍ(1);يُعْجِزَ(1);يُعْجِزُ(1)
نبت,26,أَنۢبَتْ(8);نَبَاتُ(4);تُنۢبِتُ(3);نَبَاتًا(3);أَنۢبَتَ(2);أَنۢبَتَتْ(2);تَنۢبُتُ(1);نَبَاتَ(1);نَّبَاتٍ(1);يُنۢبِتُ(1)
هون,26,مُّهِينٌ(8);مُّهِينًا(4);هُونِ(3);مُهِينِ(2);هَيِّنٌ(2);أَهَٰنَ(1);أَهْوَنُ(1);مُهَانًا(1);هَوْنًا(1);هَيِّنًا(1);هُونٍ(1);يُهِنِ(1)
وضع,26,تَضَعُ(5);وَضَعَتْ(3);وُضِعَ(3);يَضَعْ(3);مَّوَاضِعِ(2);وَضَعَ(2);وَضَعْ(2);أَوْضَعُ(1);تَضَعَ(1);مَوَاضِعِ(1);مَّوْضُوعَةٌ(1);نَضَعُ(1);يَضَعُ(1)
أدم,25,ءَادَمَ(18);ـَٔادَمُ(5);ءَادَمُ(2)
بسط,25,يَبْسُطُ(12);بَاسِطٍ(1);بَاسِطُوٓا۟(1);بَسَط(1);بَسَطَ(1);بَسْطَةً(1);بَسْطِ(1);بَصْۜطَةً(1);بَٰسِطٌ(1);بَٰسِطِ(1);بِسَاطًا(1);تَبْسُطْ(1);مَبْسُوطَتَانِ(1);يَبْصُۜطُ(1)
بطن,25,بُطُونِ(11);بَطْنِ(4);بَاطِنُ(2);بَطَنَ(2);بُطُونَ(2);بَاطِنَ(1);بَاطِنَةً(1);بَطَآئِنُ(1);بِطَانَةً(1)
حدد,25,حُدُودَ(7);حُدُودُ(6);حَدِيدَ(2);يُحَآدُّ(2);حَآدَّ(1);حَدِيدًا(1);حَدِيدٌ(1);حَدِيدٍ(1);حَدِيدِ(1);حُدُودِ(1);حِدَادٍ(1);يُحَادِدِ(1)
حضر,25,مُحْضَرُونَ(6);حَضَرَ(5);مُحْضَرِينَ(2);أَحْضَرَتْ(1);أُحْضِرَتِ(1);حَاضِرًا(1);حَاضِرَةً(1);حَاضِرَةَ(1);حَاضِرِى(1);حَضَرُ(1);مُّحْتَضَرٌ(1);مُّحْضَرًا(1);مُّحْضَرُونَ(1);نُحْضِرَ(1);يَحْضُرُ(1)
حول,25,حَوْلَ(12);حَوْلِ(4);تَحْوِيلًا(3);حَالَ(1);حَوْلَيْنِ(1);حِوَلًا(1);حِيلَ(1);حِيلَةً(1);يَحُولُ(1)
سقي,25,أَسْقَيْ(3);سَقَىٰ(2);نُّسْقِي(2);يُسْقَ(2);يُسْقَىٰ(2);ٱسْتَسْقَىٰ(2);تَسْقِى(1);تُسْقَىٰ(1);سَقَيْ(1);سُقُ(1);سُقْيَٰ(1);سِقَايَةَ(1);سِّقَايَةَ(1);نَسْقِى(1);نُسْقِيَ(1);يَسْقُ(1);يَسْقِى(1);يَسْقِي(1)
شري,25,ٱشْتَرَ(7);يَشْتَرُ(6);تَشْتَرُ(3);ٱشْتَرَىٰ(3);شَرَ(2);نَشْتَرِى(1);يَشْتَرِى(1);يَشْرُ(1);يَشْرِى(1)
صلي,25,يَصْلَ(5);يَصْلَىٰ(4);تَصْطَلُ(2);صَالُوا۟(2);نُصْلِي(2);ٱصْلَ(2);أُصْلِي(1);تَصْلَىٰ(1);تَصْلِيَةُ(1);صَالِ(1);صَلُّ(1);صِلِيًّا(1);نُصْلِ(1);يَصْلَى(1)
فلك,25,فُلْكِ(12);فُلْكَ(9);فَلَكٍ(2);فُلْكُ(2)
قسط,25,قِسْطِ(14);مُقْسِطِينَ(3);أَقْسَطُ(2);تُقْسِطُ(2);قَٰسِطُونَ(2);أَقْسِطُ(1);قِسْطَ(1)
لسن,25,لِسَانِ(5);أَلْسِنَتِ(4);أَلْسِنَتُ(3);لِسَانَ(3);أَلْسِنَتَ(2);لِسَانًا(2);أَلْسِنَةٍ(1);لِسَانٌ(1);لِسَانٍ(1);لِّسَانًا(1);لِّسَانُ(1);لِّسَانِ(1)
وعظ,25,يَعِظُ(5);مَوْعِظَةً(3);مَوْعِظَةٌ(3);يُوعَظُ(3);أَعِظُ(2);تَعِظُ(1);تُوعَظُ(1);عِظُ(1);عِظْ(1);مَوْعِظَةِ(1);مَّوْعِظَةً(1);مَّوْعِظَةٌ(1);وَعَظْ(1);وَٰعِظِينَ(1)
وهب,25,وَهَبْ(9);هَبْ(7);وَهَبَ(2);وَهَّابُ(2);يَهَبُ(2);أَهَبَ(1);وَهَبَتْ(1);وَهَّابِ(1)
أذي,24,أَذًى(7);يُؤْذُ(4);أَذَىٰ(2);أُوذُ(2);تُؤْذُ(2);ءَاذَ(1);ءَاذَيْ(1);أُوذِىَ(1);أُوذِي(1);ـَٔاذُ(1);يُؤْذَيْ(1);يُؤْذِى(1)
ثمر,24,ثَّمَرَٰتِ(12);ثَمَرِ(4);أَثْمَرَ(2);ثَمَرَٰتٍ(2);ثَمَرٌ(1);ثَمَرَةٍ(1);ثَمَرَٰتُ(1);ثَمَرَٰتِ(1)
جهل,24,جَٰهِلِينَ(6);تَجْهَلُ(4);جَهَٰلَةٍ(4);جَٰهِلِيَّةِ(4);جَٰهِلُونَ(3);جَاهِلُ(1);جَهُولًا(1);يَجْهَلُ(1)
ذلل,24,ذِلَّةٌ(5);ذُّلِّ(3);أَذِلَّةً(2);ذِّلَّةُ(2);أَذَلَّ(1);أَذَلِّينَ(1);أَذِلَّةٌ(1);أَذِلَّةٍ(1);تَذْلِيلًا(1);تُذِلُّ(1);ذَلُولًا(1);ذَلُولٌ(1);ذَلَّلْ(1);ذُلُلًا(1);ذُلِّلَتْ(1);نَّذِلَّ(1)
رقب,24,رَقَبَةٍ(6);رِّقَابِ(3);ٱرْتَقِبْ(3);رَقِيبٌ(2);يَتَرَقَّبُ(2);يَرْقُبُ(2);تَرْقُبْ(1);رَقِيبًا(1);رَّقِيبًا(1);رَّقِيبَ(1);مُّرْتَقِبُونَ(1);ٱرْتَقِبُ(1)
عمر,24,عُمُرِ(4);عَمَرُ(2);عُمُرُ(2);يَعْمُرُ(2);يُعَمَّرُ(2);عَمْرُ(1);عُمُرًا(1);عُمْرَةَ(1);عُمْرَةِ(1);عِمَارَةَ(1);مَعْمُورِ(1);مُّعَمَّرٍ(1);نُعَمِّرْ(1);نُّعَمِّرْ(1);يُعَمَّرَ(1);ٱسْتَعْمَرَ(1);ٱعْتَمَرَ(1)
غضب,24,غَضَبٌ(5);غَضَبٍ(5);غَضِبَ(5);غَضَبِ(2);غَضْبَٰنَ(2);غَضَبَ(1);غَضَبُ(1);غَضِبُ(1);مَغْضُوبِ(1);مُغَٰضِبًا(1)
فجر,24,فَجْرِ(6);فَجَّرْ(3);تَفْجِيرًا(2);فُجَّارِ(2);تَفْجُرَ(1);تُفَجِّرَ(1);فَاجِرًا(1);فَجَرَةُ(1);فُجُورَ(1);فُجَّارَ(1);فُجِّرَتْ(1);يَتَفَجَّرُ(1);يَفْجُرَ(1);يُفَجِّرُ(1);ٱنفَجَرَتْ(1)
فحش,24,فَحْشَآءِ(6);فَوَٰحِشَ(4);فَٰحِشَةً(4);فَٰحِشَةٍ(4);فَٰحِشَةَ(4);فَحْشَآءَ(1);فَٰحِشَةُ(1)
كود,24,يَكَادُ(9);كَادُ(5);تَكَادُ(3);كَادَ(2);كِد(2);أَكَادُ(1);كَادَتْ(1);يَكَدْ(1)
مرض,24,مَّرَضٌ(11);مَّرْضَىٰٓ(3);مَرِيضِ(2);مَّرِيضًا(2);مَرَضًا(1);مَرَضٌ(1);مَرِضْ(1);مَرِيضًا(1);مَرْضَىٰ(1);مَّرْضَىٰ(1)
وقع,24,وَقَعَ(7);وَٰقِعٌ(3);قَعُ(2);وَاقِعٌۢ(2);وَاقِعَةُ(2);وَقَعَتِ(2);تَقَعَ(1);مَوَٰقِعِ(1);مُّوَاقِعُو(1);وَاقِعٍ(1);وَقْعَتِ(1);يُوقِعَ(1)
سرع,23,سَرِيعُ(10);يُسَٰرِعُ(7);أَسْرَعُ(2);سِرَاعًا(2);سَارِعُ(1);نُسَارِعُ(1)
سرف,23,مُسْرِفِينَ(9);تُسْرِفُ(2);مُسْرِفٌ(2);مُّسْرِفُونَ(2);أَسْرَفَ(1);أَسْرَفُ(1);إِسْرَافًا(1);إِسْرَافَ(1);مُسْرِفُونَ(1);مُّسْرِفِينَ(1);يُسْرِف(1);يُسْرِفُ(1)
طلق,23,طَلَّقْ(6);ٱنطَلَقَ(4);طَلَّقَ(3);ٱنطَلِقُ(2);طَلِّقُ(1);طَّلَٰقَ(1);طَّلَٰقُ(1);مُطَلَّقَٰتُ(1);مُطَلَّقَٰتِ(1);يَنطَلِقُ(1);ٱنطَلَقُ(1);ٱنطَلَقْ(1)
غرق,23,أَغْرَقْ(13);مُّغْرَقُونَ(3);أُغْرِقُ(1);تُغْرِقَ(1);غَرَقُ(1);غَرْقًا(1);مُغْرَقِينَ(1);نُغْرِقْ(1);يُغْرِقَ(1)
لبس,23,لِبَاسًا(3);لِبَاسُ(3);يَلْبِسُ(3);تَلْبَسُ(2);تَلْبِسُ(2);لِبَاسٌ(2);لِبَاسَ(2);يَلْبَسُ(2);لَبَسْ(1);لَبُوسٍ(1);لَبْسٍ(1);يَلْبِسَ(1)
مشي,23,يَمْشِى(7);يَمْشُ(6);تَمْشِ(2);ٱمْشُ(2);تَمْشُ(1);تَمْشِى(1);تَمْشِىٓ(1);مَشْيِ(1);مَّشَ(1);مَّشَّآءٍۭ(1)
نكح,23,تَنكِحُ(5);نِكَاحًا(2);نِّكَاحِ(2);يَنكِحُ(2);ٱنكِحُ(2);أَنكِحُ(1);أُنكِحَ(1);تَنكِحَ(1);تُنكِحُ(1);نَكَحَ(1);نَكَحْ(1);نِّكَاحَ(1);يَسْتَنكِحَ(1);يَنكِحَ(1);يَنكِحْ(1)
وزن,23,مِيزَانَ(8);مَوَٰزِينُ(6);زِنُ(2);مَوَٰزِينَ(1);مِيزَانِ(1);مَّوْزُونٍ(1);وَزْنًا(1);وَزْنَ(1);وَزْنُ(1);وَّزَنُ(1)
يتم,23,يَتَٰمَىٰ(12);يَتِيمًا(3);يَتِيمَ(3);يَتِيمِ(2);يَتَٰمَى(1);يَتَٰمَىٰٓ(1);يَتِيمَيْنِ(1)
ألف,22,أَلْفَ(4);أَلَّفَ(3);ءَالَٰفٍ(2);أَلْفٍ(2);أَلْفِ(2);أَلَّفْ(1);أَلْفًا(1);أَلْفٌ(1);أَلْفَيْنِ(1);أُلُوفٌ(1);إِيلَٰفِ(1);إِۦلَٰفِ(1);مُؤَلَّفَةِ(1);يُؤَلِّفُ(1)
ترب,22,تُرَابًا(6);تُرَابٍ(6);أَتْرَابًا(2);تُرَٰبًا(2);أَتْرَابٌ(1);تُرَابٌ(1);تُرَٰبًۢا(1);تَّرَآئِبِ(1);تُّرَابِ(1);مَتْرَبَةٍ(1)
تمم,22,يُتِمَّ(4);أَتِمُّ(3);أَتْمَمْ(3);تَمَّتْ(3);أَتَمَّ(2);يُتِمُّ(2);أَتْمِمْ(1);أُتِمَّ(1);تَمَامًا(1);تَمَّ(1);مُتِمُّ(1)
خطأ,22,خَطَٰيَٰ(5);خَٰطِـِٔينَ(3);أَخْطَأْ(2);خَطَـًٔا(2);خَطِيٓـَٰٔتِ(2);خَاطِئَةٍ(1);خَاطِئَةِ(1);خَاطِـِٔينَ(1);خَطِيٓـَٔةً(1);خَطِيٓـَٔتُ(1);خَطِيٓـَٔتِ(1);خَٰطِـُٔونَ(1);خِطْـًٔا(1)
ربع,22,أَرْبَعَةِ(4);أَرْبَعِينَ(4);أَرْبَعَةً(2);أَرْبَعَةَ(2);رُبَٰعَ(2);رُّبُعُ(2);أَرْبَعٍ(1);أَرْبَعَ(1);أَرْبَعَةٌ(1);أَرْبَعُ(1);رَابِعُ(1);رَّابِعُ(1)
عرب,22,أَعْرَابِ(8);عَرَبِيًّا(8);أَعْرَابُ(2);عَرَبِىٌّ(2);عَرَبِىٍّ(1);عُرُبًا(1)
غوي,22,أَغْوَيْ(5);غَاوِينَ(3);غَىِّ(3);أُغْوِيَ(2);غَاوُۥنَ(2);غَوَىٰ(2);غَوَيْ(1);غَوِىٌّ(1);غَيًّا(1);غَٰوِينَ(1);يُغْوِيَ(1)
فرح,22,فَرِحُ(5);يَفْرَحُ(5);تَفْرَحُ(3);فَرِحُونَ(3);فَرِحَ(2);فَرِحِينَ(2);تَفْرَحْ(1);فَرِحٌ(1)
مني,22,تَمَنَّ(4);يَتَمَنَّ(2);أَمَانِىَّ(1);أَمَانِىُّ(1);أَمَانِىِّ(1);أَمَانِيُّ(1);أَمَانِيِّ(1);أُمَنِّيَ(1);أُمْنِيَّتِ(1);تَتَمَنَّ(1);تَمَنَّىٰ(1);تَمَنَّىٰٓ(1);تُمْنَىٰ(1);تُمْنُ(1);مَنَوٰةَ(1);مَّنِىٍّ(1);يُمَنِّي(1);يُمْنَىٰ(1)
أثر,21,ءَاثَٰرِ(7);أَثَرِ(3);ءَاثَارًا(2);ءَاثَرَ(2);ءَاثَارِ(1);ءَاثَٰرَ(1);أَثَٰرَةٍ(1);تُؤْثِرُ(1);نُّؤْثِرَ(1);يُؤْثَرُ(1);يُؤْثِرُ(1)
بقي,21,أَبْقَىٰ(4);أَبْقَىٰٓ(4);بَاقِينَ(2);بَٰقِيَٰتُ(2);بَاقٍ(1);بَاقِيَةً(1);بَاقِيَةٍ(1);بَقِىَ(1);بَقِيَّةٌ(1);بَقِيَّةٍ(1);بَقِيَّتُ(1);تُبْقِى(1);يَبْقَىٰ(1)
حجر,21,حِجَارَةً(5);حَجَرَ(2);حِجَارَةُ(2);حِجَارَةِ(2);حِجْرًا(2);مَّحْجُورًا(2);حُجُرَٰتِ(1);حُجُورِ(1);حِجَارَةٍ(1);حِجْرٌ(1);حِجْرٍ(1);حِجْرِ(1)
حذر,21,يَحْذَرُ(4);ٱحْذَرُ(4);حِذْرَ(3);حَذَرَ(2);يُحَذِّرُ(2);ٱحْذَرْ(2);تَحْذَرُ(1);حَٰذِرُونَ(1);مَحْذُورًا(1);يَحْذَرِ(1)
حلم,21,حَلِيمٌ(10);حَلِيمًا(3);حُلُمَ(2);أَحْلَٰمٍ(1);أَحْلَٰمٍۭ(1);أَحْلَٰمُ(1);أَحْلَٰمِ(1);حَلِيمٍ(1);حَلِيمُ(1)
حمم,21,حَمِيمٍ(8);حَمِيمٌ(4);حَمِيمِ(4);حَمِيمًا(3);حَمِيمُ(1);يَحْمُومٍ(1)
سنن,21,سُنَّةَ(4);سُنَّتِ(3);مَّسْنُونٍ(3);سُنَّةُ(2);سُنَّةِ(2);سُنَّتَ(2);سُنَنٌ(1);سُنَنَ(1);سُنَّتُ(1);سِّنَّ(1);سِّنِّ(1)
